domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"chasen.sk","https://chasen.sk",5,"medium_risk","enterprise_target","chase","",0,0,"false","","","2025-06-27T11:01:38.773Z"
"vykupbankoviek.sk","https://vykupbankoviek.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:01:55.303Z"
"esdesigninterior.se","https://esdesigninterior.se",3,"blacklist_match","blacklist_match","","signin",0,0,"false","","","2025-06-27T11:02:11.884Z"
"celion-accounting.se","https://celion-accounting.se",3,"blacklist_match","blacklist_match","","account",0,0,"false","","","2025-06-27T11:02:28.620Z"
"jetbank.se","https://jetbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:02:45.297Z"
"accountbuddy.se","https://accountbuddy.se",3,"blacklist_match","blacklist_match","","account",0,0,"false","","","2025-06-27T11:03:01.761Z"
"cryptomark.se","https://cryptomark.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","","","2025-06-27T11:03:18.928Z"
"cryptoipant.se","https://cryptoipant.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","","","2025-06-27T11:03:35.611Z"
"krabbanknut.se","https://krabbanknut.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:03:54.522Z"
"applemax.sk","https://applemax.sk",5,"medium_risk","enterprise_target","apple","",0,0,"false","","","2025-06-27T11:04:10.952Z"
"metallprodukt.sk","https://metallprodukt.sk",5,"medium_risk","enterprise_target","meta","",0,0,"false","","","2025-06-27T11:04:27.650Z"
"gullbanken.se","https://gullbanken.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:04:44.969Z"
"f49-redovisa.se","https://f49-redovisa.se",5,"medium_risk","enterprise_target","visa","",0,0,"false","","","2025-06-27T11:05:01.456Z"
"aaintelligence.se","https://aaintelligence.se",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-06-27T11:05:18.116Z"
"jetbank.sk","https://jetbank.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:05:34.523Z"
"amsecure.sk","https://amsecure.sk",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-06-27T11:05:50.985Z"
"ns1.casinomedapplepay.se","https://ns1.casinomedapplepay.se",5,"medium_risk","enterprise_target","apple","",0,0,"false","","","2025-06-27T11:06:07.846Z"
"f49-redovisa.se","https://f49-redovisa.se",5,"medium_risk","enterprise_target","visa","",0,0,"false","","","2025-06-27T11:06:24.700Z"
"jetbank.sk","https://jetbank.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:06:41.227Z"
"cryptoipant.se","https://cryptoipant.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","","","2025-06-27T11:06:57.676Z"
"superiorbank.se","https://superiorbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:07:14.226Z"
"gullbanken.se","https://gullbanken.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-06-27T11:07:31.113Z"
"nordiskametall.se","https://nordiskametall.se",5,"medium_risk","enterprise_target","meta","",0,0,"false","","","2025-06-27T11:07:47.813Z"
