domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"002-stripe.com","https://002-stripe.com",13,"confirmed_threat","stripe","",4,0,"false","","","2025-06-27T11:46:14.444Z"
"001-stripe.com","https://001-stripe.com",9,"confirmed_threat","stripe","",2,0,"false","","","2025-06-27T11:45:40.799Z"
"octave-intelligence.ee","https://octave-intelligence.ee",7,"confirmed_threat","intel","",1,0,"false","","","2025-06-27T11:09:46.066Z"
"kz-visa-centre.com","https://kz-visa-centre.com",7,"confirmed_threat","visa","",1,0,"false","","","2025-06-27T12:07:25.380Z"
"022apple.com","https://022apple.com",6,"medium_risk","apple","",0,1,"false","","","2025-06-27T11:36:12.062Z"
"chasen.sk","https://chasen.sk",5,"medium_risk","chase","",0,0,"false","","","2025-06-27T11:01:38.773Z"
"applemax.sk","https://applemax.sk",5,"medium_risk","apple","",0,0,"false","","","2025-06-27T11:04:10.952Z"
"metallprodukt.sk","https://metallprodukt.sk",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:04:27.650Z"
"f49-redovisa.se","https://f49-redovisa.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-27T11:05:01.456Z"
"aaintelligence.se","https://aaintelligence.se",5,"medium_risk","intel","",0,0,"false","","","2025-06-27T11:05:18.116Z"
"ns1.casinomedapplepay.se","https://ns1.casinomedapplepay.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-27T11:06:07.846Z"
"f49-redovisa.se","https://f49-redovisa.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-27T11:06:24.700Z"
"nordiskametall.se","https://nordiskametall.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:07:47.813Z"
"metallprodukt.sk","https://metallprodukt.sk",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:08:04.313Z"
"ns2.casinomedpaypal.se","https://ns2.casinomedpaypal.se",5,"medium_risk","paypal","",0,0,"false","","","2025-06-27T11:08:21.002Z"
"casinoapplepay.se","https://casinoapplepay.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-27T11:09:12.501Z"
"metallinredning.se","https://metallinredning.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:10:36.134Z"
"profilmetall.se","https://profilmetall.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:10:52.575Z"
"teslapoprad.sk","https://teslapoprad.sk",5,"medium_risk","tesla","",0,0,"false","","","2025-06-27T11:11:25.715Z"
"lovisaisturning50.se","https://lovisaisturning50.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-27T11:12:01.982Z"
"metamental.se","https://metamental.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:12:20.441Z"
"rezidenciaandrejakmeta.sk","https://rezidenciaandrejakmeta.sk",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:13:10.234Z"
"applegames.se","https://applegames.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-27T11:13:26.676Z"
"ns2.applepaycasino.se","https://ns2.applepaycasino.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-27T11:13:43.178Z"
"dropshipintel.se","https://dropshipintel.se",5,"medium_risk","intel","",0,0,"false","","","2025-06-27T11:14:16.877Z"
"teslarobotaxi.se","https://teslarobotaxi.se",5,"medium_risk","tesla","",0,0,"false","","","2025-06-27T11:14:33.296Z"
"paypalworld.ee","https://paypalworld.ee",5,"medium_risk","paypal","",0,0,"false","","","2025-06-27T11:15:40.087Z"
"ns1.casinomedapplepayutansvensklicens.se","https://ns1.casinomedapplepayutansvensklicens.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-27T11:15:56.520Z"
"duopaws.se","https://duopaws.se",5,"medium_risk","aws","",0,0,"false","","","2025-06-27T11:16:12.966Z"
"amazonb.se","https://amazonb.se",5,"medium_risk","amazon","",0,0,"false","","","2025-06-27T11:16:29.633Z"
"casinomedvisakort.se","https://casinomedvisakort.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-27T11:16:46.427Z"
"ns1.casinomedvisakort.se","https://ns1.casinomedvisakort.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-27T11:17:20.031Z"
"octave-intelligence.se","https://octave-intelligence.se",5,"medium_risk","intel","",0,0,"false","","","2025-06-27T11:17:53.290Z"
"metalpay.se","https://metalpay.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:18:09.742Z"
"metami.se","https://metami.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:18:42.920Z"
"ns1.casinoapplepay.se","https://ns1.casinoapplepay.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-27T11:18:59.352Z"
"nordi-paws.se","https://nordi-paws.se",5,"medium_risk","aws","",0,0,"false","","","2025-06-27T11:19:15.773Z"
"octave-intelligence.com.ee","https://octave-intelligence.com.ee",5,"medium_risk","intel","",0,0,"false","","","2025-06-27T11:19:48.759Z"
"ns1.casinomedpaypal.se","https://ns1.casinomedpaypal.se",5,"medium_risk","paypal","",0,0,"false","","","2025-06-27T11:20:06.256Z"
"octaveintelligence.com.ee","https://octaveintelligence.com.ee",5,"medium_risk","intel","",0,0,"false","","","2025-06-27T11:20:39.496Z"
"metavox.se","https://metavox.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:21:29.282Z"
"teslacarsbodyshop.sk","https://teslacarsbodyshop.sk",5,"medium_risk","tesla","",0,0,"false","","","2025-06-27T11:21:45.959Z"
"visar.ee","https://visar.ee",5,"medium_risk","visa","",0,0,"false","","","2025-06-27T11:22:02.331Z"
"agmetalart.se","https://agmetalart.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-27T11:22:19.048Z"
"jpmorganpersonalinvesting.se","https://jpmorganpersonalinvesting.se",5,"medium_risk","jpmorgan","",0,0,"false","","","2025-06-27T11:23:09.936Z"
"pawsinmotion.se","https://pawsinmotion.se",5,"medium_risk","aws","",0,0,"false","","","2025-06-27T11:25:50.220Z"
"011-stripe.com","https://011-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-27T11:33:04.443Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-27T11:33:54.337Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-27T11:34:11.128Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-27T11:34:46.972Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-27T11:35:03.923Z"
"01athleteintelligence.com","https://01athleteintelligence.com",5,"medium_risk","intel","",0,0,"false","","","2025-06-27T11:35:38.185Z"
"0meterchasers.com","https://0meterchasers.com",5,"medium_risk","chase","",0,0,"false","","","2025-06-27T11:41:42.800Z"
"0001-stripe.com","https://0001-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-27T11:43:23.691Z"
