domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"chasen.sk","https://chasen.sk",5,"medium_risk","enterprise_target","chase","",0,0,"false","","","2025-07-01T13:25:32.833Z"
"bullypaws.se","https://bullypaws.se",5,"medium_risk","enterprise_target","aws","",0,0,"false","","","2025-07-01T13:25:49.341Z"
"aaintelligence.se","https://aaintelligence.se",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-07-01T13:26:06.337Z"
"instantbankingcasino.se","https://instantbankingcasino.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:26:22.945Z"
"inteligentne-systemy.sk","https://inteligentne-systemy.sk",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-07-01T13:26:39.741Z"
"salusbanken.se","https://salusbanken.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:26:56.527Z"
"jetbank.sk","https://jetbank.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:27:13.068Z"
"crypto2cash.se","https://crypto2cash.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","","","2025-07-01T13:27:30.640Z"
"applee.ee","https://applee.ee",5,"medium_risk","enterprise_target","apple","",0,0,"false","","","2025-07-01T13:27:47.117Z"
"viktbanken.se","https://viktbanken.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:28:04.096Z"
"bankerydstaklaggareab.se","https://bankerydstaklaggareab.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:28:20.857Z"
"0000apple.com","https://0000apple.com",11,"confirmed_threat","enterprise_target","apple","",2,2,"false","","","2025-07-01T13:28:37.879Z"
"001win-login.com","https://001win-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:28:54.632Z"
"006bet-login.com","https://006bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:29:12.241Z"
"007game-login.com","https://007game-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:29:28.713Z"
"007gamelogin.com","https://007gamelogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:29:45.413Z"
"0088betlogin.com","https://0088betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:30:01.812Z"
"011-stripe.com","https://011-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:30:23.395Z"
"0110bitcoin.xyz","https://0110bitcoin.xyz",6,"medium_risk","blacklist_match","","bitcoin",0,3,"false","","","2025-07-01T13:30:39.856Z"
"0110wallet.xyz","https://0110wallet.xyz",3,"blacklist_match","blacklist_match","","wallet",0,0,"false","","","2025-07-01T13:30:56.308Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:31:12.711Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:31:31.063Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:31:47.680Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:32:05.879Z"
"01athleteintelligence.com","https://01athleteintelligence.com",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-07-01T13:32:23.114Z"
"01bet-login.com","https://01bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:32:39.590Z"
"02bet-login.com","https://02bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:32:55.961Z"
"02crypto.xyz","https://02crypto.xyz",5,"medium_risk","blacklist_match","","crypto",0,2,"false","","","2025-07-01T13:33:12.438Z"
"050betlogin.com","https://050betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:33:31.807Z"
"06-2024-q35ibm9u1u.com","https://06-2024-q35ibm9u1u.com",7,"confirmed_threat","enterprise_target","ibm","",1,0,"false","","","2025-07-01T13:33:49.192Z"
"09betlogin.com","https://09betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:34:06.142Z"
"0bank.xyz","https://0bank.xyz",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:34:22.746Z"
"0bitcoin.xyz","https://0bitcoin.xyz",7,"medium_risk","blacklist_match","","bitcoin",0,4,"false","","","2025-07-01T13:34:39.899Z"
"0coinbasewallet.xyz","https://0coinbasewallet.xyz",7,"medium_risk","blacklist_match","","wallet",0,4,"false","","","2025-07-01T13:34:56.720Z"
"0cryptocurrency.xyz","https://0cryptocurrency.xyz",7,"medium_risk","blacklist_match","","crypto",0,4,"false","","","2025-07-01T13:35:13.121Z"
"0meterchasers.com","https://0meterchasers.com",5,"medium_risk","enterprise_target","chase","",0,0,"false","","","2025-07-01T13:35:30.083Z"
"0shadbankpereekazzfopunakarrtkuu.click","https://0shadbankpereekazzfopunakarrtkuu.click",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:35:46.504Z"
"0shadbankpereekazzfopunakarrtss.click","https://0shadbankpereekazzfopunakarrtss.click",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:36:03.235Z"
"0shaddbankperekazznakarts.click","https://0shaddbankperekazznakarts.click",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:36:19.696Z"
"0wallet.xyz","https://0wallet.xyz",6,"medium_risk","blacklist_match","","wallet",0,3,"false","","","2025-07-01T13:36:37.417Z"
"0xauthenticity.xyz","https://0xauthenticity.xyz",3,"blacklist_match","blacklist_match","","auth",0,0,"false","","","2025-07-01T13:36:54.178Z"
"0xauthz.xyz","https://0xauthz.xyz",3,"blacklist_match","blacklist_match","","auth",0,0,"false","","","2025-07-01T13:37:10.876Z"
"0xbanks.xyz","https://0xbanks.xyz",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:37:28.798Z"
"0xbitcoinbank.xyz","https://0xbitcoinbank.xyz",4,"blacklist_match","blacklist_match","","bitcoin;bank",0,1,"false","","","2025-07-01T13:37:45.425Z"
"0xbitcoinfi.xyz","https://0xbitcoinfi.xyz",4,"blacklist_match","blacklist_match","","bitcoin",0,1,"false","","","2025-07-01T13:38:01.996Z"
"0xbitcoinfinance.xyz","https://0xbitcoinfinance.xyz",4,"blacklist_match","blacklist_match","","bitcoin",0,1,"false","","","2025-07-01T13:38:18.833Z"
"0xbitcoinmarket.xyz","https://0xbitcoinmarket.xyz",4,"blacklist_match","blacklist_match","","bitcoin",0,1,"false","","","2025-07-01T13:38:36.409Z"
"0xbitcoinpay.xyz","https://0xbitcoinpay.xyz",4,"blacklist_match","blacklist_match","","bitcoin",0,1,"false","","","2025-07-01T13:38:53.179Z"
"0xbitcoinswap.xyz","https://0xbitcoinswap.xyz",4,"blacklist_match","blacklist_match","","bitcoin",0,1,"false","","","2025-07-01T13:39:09.606Z"
"0xbitcointrade.xyz","https://0xbitcointrade.xyz",5,"medium_risk","blacklist_match","","bitcoin",0,2,"false","","","2025-07-01T13:39:26.364Z"
"0xcryptos.xyz","https://0xcryptos.xyz",4,"blacklist_match","blacklist_match","","crypto",0,1,"false","","","2025-07-01T13:39:42.843Z"
"0000apple.com","https://0000apple.com",11,"confirmed_threat","enterprise_target","apple","",2,2,"false","","","2025-07-01T13:39:59.268Z"
"0001-stripe.com","https://0001-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:40:15.667Z"
"0007betcomlogin.com","https://0007betcomlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:40:32.144Z"
"0007bet-login.com","https://0007bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:40:48.493Z"
"000betlogin.com","https://000betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:41:04.863Z"
"001betlogin8.com","https://001betlogin8.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:41:21.491Z"
"001betlogin.com","https://001betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:41:38.767Z"
"001bitcoin.com","https://001bitcoin.com",3,"blacklist_match","blacklist_match","","bitcoin",0,0,"false","","","2025-07-01T13:41:55.077Z"
"001win-login.com","https://001win-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:42:11.862Z"
"005bank.com","https://005bank.com",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:42:28.283Z"
"0066betcomlogin.com","https://0066betcomlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:42:44.753Z"
"006bet-login.com","https://006bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:43:02.274Z"
"007game-login.com","https://007game-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:43:18.875Z"
"007gamelogin.com","https://007gamelogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:43:35.319Z"
"0088betlogin.com","https://0088betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:43:52.613Z"
"0110bitcoin.xyz","https://0110bitcoin.xyz",3,"blacklist_match","blacklist_match","","bitcoin",0,0,"false","","","2025-07-01T13:44:10.228Z"
"0110wallet.xyz","https://0110wallet.xyz",3,"blacklist_match","blacklist_match","","wallet",0,0,"false","","","2025-07-01T13:44:26.594Z"
"011-stripe.com","https://011-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:44:43.277Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:44:59.720Z"
"013betcomlogin.com","https://013betcomlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:45:16.555Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:45:33.023Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:45:49.373Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:46:06.991Z"
"017betapplogin.com","https://017betapplogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:46:23.405Z"
"017bet-login.com","https://017bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:46:41.161Z"
"01athleteintelligence.com","https://01athleteintelligence.com",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-07-01T13:46:58.381Z"
"01bet-login.com","https://01bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:47:14.708Z"
"01-review-stripe.com","https://01-review-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:47:31.261Z"
"022apple.com","https://022apple.com",5,"medium_risk","enterprise_target","apple","",0,0,"false","","","2025-07-01T13:47:47.653Z"
"02bet-login.com","https://02bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:48:04.376Z"
"02crypto.xyz","https://02crypto.xyz",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","","","2025-07-01T13:48:21.012Z"
"02-review-stripe.com","https://02-review-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:48:37.528Z"
"02scrapmetal-price.xyz","https://02scrapmetal-price.xyz",5,"medium_risk","enterprise_target","meta","",0,0,"false","","","2025-07-01T13:48:54.058Z"
"03-review-stripe.com","https://03-review-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:49:10.399Z"
"03scrapmetal-price.xyz","https://03scrapmetal-price.xyz",5,"medium_risk","enterprise_target","meta","",0,0,"false","","","2025-07-01T13:49:26.966Z"
"04-review-stripe.com","https://04-review-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:49:43.727Z"
"050betlogin.com","https://050betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:50:00.530Z"
"05-review-stripe.com","https://05-review-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","","","2025-07-01T13:50:17.090Z"
"06-2024-q35ibm9u1u.com","https://06-2024-q35ibm9u1u.com",5,"medium_risk","enterprise_target","ibm","",0,0,"false","","","2025-07-01T13:50:33.428Z"
"kyawsithu.site","https://kyawsithu.site",5,"medium_risk","enterprise_target","aws","",0,0,"false","","","2025-07-01T13:50:50.046Z"
"kyawsoehtike.com","https://kyawsoehtike.com",5,"medium_risk","enterprise_target","aws","",0,0,"false","","","2025-07-01T13:51:07.256Z"
"kyawsofa.com","https://kyawsofa.com",5,"medium_risk","enterprise_target","aws","",0,0,"false","","","2025-07-01T13:51:24.530Z"
"kyber-secure.xyz","https://kyber-secure.xyz",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T13:51:41.880Z"
"kybersecure.xyz","https://kybersecure.xyz",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T13:51:58.631Z"
"kycaccountsecurity.com","https://kycaccountsecurity.com",3,"blacklist_match","blacklist_match","","account",0,0,"false","","","2025-07-01T13:52:16.696Z"
"kycauth.cloud","https://kycauth.cloud",3,"blacklist_match","blacklist_match","","auth",0,0,"false","","","2025-07-01T13:52:33.021Z"
"kyc-craigsupdate.org","https://kyc-craigsupdate.org",3,"blacklist_match","blacklist_match","","update",0,0,"false","","","2025-07-01T13:52:50.167Z"
"kycerapayments.com","https://kycerapayments.com",3,"blacklist_match","blacklist_match","","payment",0,0,"false","","","2025-07-01T13:53:06.574Z"
"kycgcashaccount.online","https://kycgcashaccount.online",3,"blacklist_match","blacklist_match","","account",0,0,"false","","","2025-07-01T13:53:22.996Z"
"kycgcashsecured.online","https://kycgcashsecured.online",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T13:53:39.312Z"
"kycgcashupdate.online","https://kycgcashupdate.online",3,"blacklist_match","blacklist_match","","update",0,0,"false","","","2025-07-01T13:53:56.011Z"
"kyc-secure-alpha-gr.top","https://kyc-secure-alpha-gr.top",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T13:54:12.893Z"
"kycverificationupdate.com","https://kycverificationupdate.com",3,"blacklist_match","blacklist_match","","update",0,0,"false","","","2025-07-01T13:54:29.316Z"
"kyf-authi.org","https://kyf-authi.org",3,"blacklist_match","blacklist_match","","auth",0,0,"false","","","2025-07-01T13:54:45.951Z"
"kylahelpingpaws.org","https://kylahelpingpaws.org",5,"medium_risk","enterprise_target","aws","",0,0,"false","","","2025-07-01T13:55:04.330Z"
"kylecauthen.com","https://kylecauthen.com",3,"blacklist_match","blacklist_match","","auth",0,0,"false","","","2025-07-01T13:55:21.246Z"
"kylopaws.com","https://kylopaws.com",5,"medium_risk","enterprise_target","aws","",0,0,"false","","","2025-07-01T13:55:38.213Z"
"kylopaws.org","https://kylopaws.org",5,"medium_risk","enterprise_target","aws","",0,0,"false","","","2025-07-01T13:55:54.981Z"
"kyralysauthor.com","https://kyralysauthor.com",3,"blacklist_match","blacklist_match","","auth",0,0,"false","","","2025-07-01T13:56:11.608Z"
