domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"kycgcashaccount.online","https://kycgcashaccount.online",25,"confirmed_threat","","account",11,0,"false","","","2025-06-27T12:00:18.755Z"
"kyc-secure-alpha-gr.top","https://kyc-secure-alpha-gr.top",24,"confirmed_threat","","secure",10,1,"false","","","2025-06-27T12:00:54.627Z"
"kycgcashupdate.online","https://kycgcashupdate.online",12,"confirmed_threat","","update",4,1,"false","","","2025-06-27T12:00:36.783Z"
"0bitcoin.xyz","https://0bitcoin.xyz",7,"medium_risk","","bitcoin",0,4,"false","","","2025-06-27T11:40:51.825Z"
"0coinbasewallet.xyz","https://0coinbasewallet.xyz",7,"medium_risk","","wallet",0,4,"false","","","2025-06-27T11:41:08.701Z"
"0cryptocurrency.xyz","https://0cryptocurrency.xyz",7,"medium_risk","","crypto",0,4,"false","","","2025-06-27T11:41:25.244Z"
"kycverificationupdate.com","https://kycverificationupdate.com",7,"confirmed_threat","","update",1,2,"false","","","2025-06-27T12:01:11.789Z"
"0110bitcoin.xyz","https://0110bitcoin.xyz",6,"medium_risk","","bitcoin",0,3,"false","","","2025-06-27T11:33:21.333Z"
"0110bitcoin.xyz","https://0110bitcoin.xyz",6,"medium_risk","","bitcoin",0,3,"false","","","2025-06-27T11:48:47.321Z"
"02crypto.xyz","https://02crypto.xyz",5,"medium_risk","","crypto",0,2,"false","","","2025-06-27T11:36:45.036Z"
"l2otsecure.xyz","https://l2otsecure.xyz",5,"medium_risk","","secure",0,2,"false","","","2025-06-27T12:08:48.555Z"
"kyf-authi.org","https://kyf-authi.org",4,"blacklist_match","","auth",0,1,"false","","","2025-06-27T12:01:28.687Z"
"l2otsecure.info","https://l2otsecure.info",4,"blacklist_match","","secure",0,1,"false","","","2025-06-27T12:07:58.698Z"
"l2otsecure.store","https://l2otsecure.store",4,"blacklist_match","","secure",0,1,"false","","","2025-06-27T12:08:31.820Z"
"vykupbankoviek.sk","https://vykupbankoviek.sk",3,"blacklist_match","","bank",0,0,"false","","","2025-06-27T11:01:55.303Z"
"esdesigninterior.se","https://esdesigninterior.se",3,"blacklist_match","","signin",0,0,"false","","","2025-06-27T11:02:11.884Z"
