domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"0554apple.com","https://0554apple.com",21,"confirmed_threat","apple","",8,0,"false","","","2025-06-29T08:42:29.682Z"
"002-stripe.com","https://002-stripe.com",13,"confirmed_threat","stripe","",4,0,"false","","","2025-06-29T08:32:47.279Z"
"001-stripe.com","https://001-stripe.com",9,"confirmed_threat","stripe","",2,0,"false","","","2025-06-29T08:32:14.518Z"
"octaveintelligence.ee","https://octaveintelligence.ee",7,"confirmed_threat","intel","",1,0,"false","","","2025-06-29T08:12:34.239Z"
"octave-intelligence.ee","https://octave-intelligence.ee",7,"confirmed_threat","intel","",1,0,"false","","","2025-06-29T08:15:20.313Z"
"06-2024-q35ibm9u1u.com","https://06-2024-q35ibm9u1u.com",7,"confirmed_threat","ibm","",1,0,"false","","","2025-06-29T08:23:52.509Z"
"casinomedpaypal.se","https://casinomedpaypal.se",6,"medium_risk","paypal","",0,1,"false","","","2025-06-29T08:18:22.470Z"
"022apple.com","https://022apple.com",6,"medium_risk","apple","",0,1,"false","","","2025-06-29T08:38:55.497Z"
"sentinelone.se","https://sentinelone.se",5,"medium_risk","sentinelone","",0,0,"false","","","2025-06-29T07:54:34.392Z"
"devisafe.se","https://devisafe.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-29T07:55:57.727Z"
"inteligentne-systemy.sk","https://inteligentne-systemy.sk",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T07:56:14.238Z"
"aaintelligence.se","https://aaintelligence.se",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T07:57:03.647Z"
"whitepurepaws.se","https://whitepurepaws.se",5,"medium_risk","aws","",0,0,"false","","","2025-06-29T07:57:53.425Z"
"upplevamazonas.se","https://upplevamazonas.se",5,"medium_risk","amazon","",0,0,"false","","","2025-06-29T07:58:09.944Z"
"applemax.sk","https://applemax.sk",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T07:58:59.586Z"
"casinomedapplepayutansvensklicens.se","https://casinomedapplepayutansvensklicens.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T07:59:49.924Z"
"ns2.casinomedvisakort.se","https://ns2.casinomedvisakort.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-29T08:00:06.392Z"
"sentinelone.se","https://sentinelone.se",5,"medium_risk","sentinelone","",0,0,"false","","","2025-06-29T08:00:22.771Z"
"ns2.applepaycasino.se","https://ns2.applepaycasino.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T08:00:39.205Z"
"metamental.se","https://metamental.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-29T08:00:55.603Z"
"visarcctv.ee","https://visarcctv.ee",5,"medium_risk","visa","",0,0,"false","","","2025-06-29T08:02:02.033Z"
"octave-intelligence.com.ee","https://octave-intelligence.com.ee",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T08:02:18.980Z"
"intelliors.ee","https://intelliors.ee",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T08:03:41.756Z"
"verksamhetsintelligens.se","https://verksamhetsintelligens.se",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T08:04:15.445Z"
"devisafe.se","https://devisafe.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-29T08:04:31.970Z"
"festoolsawstopbordssagtks80.se","https://festoolsawstopbordssagtks80.se",5,"medium_risk","aws","",0,0,"false","","","2025-06-29T08:05:55.049Z"
"cosmeta.se","https://cosmeta.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-29T08:06:11.771Z"
"ns1.casinomedpaypal.se","https://ns1.casinomedpaypal.se",5,"medium_risk","paypal","",0,0,"false","","","2025-06-29T08:06:28.569Z"
"ns1.casinoapplepay.se","https://ns1.casinoapplepay.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T08:07:01.569Z"
"paypalworld.ee","https://paypalworld.ee",5,"medium_risk","paypal","",0,0,"false","","","2025-06-29T08:07:19.184Z"
"metallprodukt.sk","https://metallprodukt.sk",5,"medium_risk","meta","",0,0,"false","","","2025-06-29T08:07:52.615Z"
"visareserv.nu","https://visareserv.nu",5,"medium_risk","visa","",0,0,"false","","","2025-06-29T08:08:58.319Z"
"soderhamnsmetallatervinning.se","https://soderhamnsmetallatervinning.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-29T08:09:15.090Z"
"applee.ee","https://applee.ee",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T08:09:31.717Z"
"ns1.casinomedvisakort.se","https://ns1.casinomedvisakort.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-29T08:10:04.733Z"
"ns2.casinoapplepay.se","https://ns2.casinoapplepay.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T08:10:21.199Z"
"applemax.sk","https://applemax.sk",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T08:10:54.438Z"
"ns1.applepaycasino.se","https://ns1.applepaycasino.se",5,"medium_risk","apple","",0,0,"false","","","2025-06-29T08:11:10.808Z"
"casinomedvisakort.se","https://casinomedvisakort.se",5,"medium_risk","visa","",0,0,"false","","","2025-06-29T08:11:27.521Z"
"ns2.casinomedpaypal.se","https://ns2.casinomedpaypal.se",5,"medium_risk","paypal","",0,0,"false","","","2025-06-29T08:11:44.548Z"
"nordiskametallindustri.se","https://nordiskametallindustri.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-29T08:12:17.796Z"
"inteligentne-systemy.sk","https://inteligentne-systemy.sk",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T08:12:50.555Z"
"pawsinmotion.se","https://pawsinmotion.se",5,"medium_risk","aws","",0,0,"false","","","2025-06-29T08:13:23.812Z"
"octaveintelligence.se","https://octaveintelligence.se",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T08:14:13.550Z"
"chasen.sk","https://chasen.sk",5,"medium_risk","chase","",0,0,"false","","","2025-06-29T08:14:29.966Z"
"teslarobotaxi.nu","https://teslarobotaxi.nu",5,"medium_risk","tesla","",0,0,"false","","","2025-06-29T08:14:46.788Z"
"duopaws.se","https://duopaws.se",5,"medium_risk","aws","",0,0,"false","","","2025-06-29T08:16:59.975Z"
"nordiskametall.se","https://nordiskametall.se",5,"medium_risk","meta","",0,0,"false","","","2025-06-29T08:18:38.885Z"
"011-stripe.com","https://011-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:20:34.274Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:21:23.480Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:21:40.375Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:21:57.101Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:22:13.547Z"
"01athleteintelligence.com","https://01athleteintelligence.com",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T08:22:30.036Z"
"0meterchasers.com","https://0meterchasers.com",5,"medium_risk","chase","",0,0,"false","","","2025-06-29T08:25:31.540Z"
"0xaoracle.com","https://0xaoracle.com",5,"medium_risk","oracle","",0,0,"false","","","2025-06-29T08:26:54.447Z"
"0001-stripe.com","https://0001-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:30:01.590Z"
"003-stripe.com","https://003-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:33:03.722Z"
"011-stripe.com","https://011-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:35:53.133Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:36:09.560Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:36:42.337Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:36:59.072Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:37:15.767Z"
"01athleteintelligence.com","https://01athleteintelligence.com",5,"medium_risk","intel","",0,0,"false","","","2025-06-29T08:38:05.047Z"
"01-review-stripe.com","https://01-review-stripe.com",5,"medium_risk","stripe","",0,0,"false","","","2025-06-29T08:38:38.826Z"
