domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"cryptocartel.sk","https://cryptocartel.sk",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:47:58.596Z"
"bankrot-zadarmo.sk","https://bankrot-zadarmo.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:47:59.386Z"
"urbanpaws.se","https://urbanpaws.se",5,"medium_risk","enterprise_target","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:00.171Z"
"drive-google.sk","https://drive-google.sk",5,"medium_risk","enterprise_target","google","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:00.957Z"
"miraaccounting.se","https://miraaccounting.se",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:01.749Z"
"accessionintelligence.se","https://accessionintelligence.se",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:02.532Z"
"movisanpodmienky.sk","https://movisanpodmienky.sk",5,"medium_risk","enterprise_target","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:03.314Z"
"dinarbetsbank.se","https://dinarbetsbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:04.104Z"
"zeocemmining.sk","https://zeocemmining.sk",3,"blacklist_match","blacklist_match","","mining",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:04.900Z"
"metalmaster.se","https://metalmaster.se",5,"medium_risk","enterprise_target","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:05.686Z"
"cryptokultur.se","https://cryptokultur.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:06.475Z"
"pawswholesale.se","https://pawswholesale.se",5,"medium_risk","enterprise_target","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:07.260Z"
"intellais.sk","https://intellais.sk",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:08.046Z"
"naradiezhurbanky.sk","https://naradiezhurbanky.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:08.830Z"
"returmetall.se","https://returmetall.se",5,"medium_risk","enterprise_target","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:09.624Z"
"zeocem-mining.sk","https://zeocem-mining.sk",3,"blacklist_match","blacklist_match","","mining",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-24T06:48:10.410Z"
