domain,source,matched_categories,matched_keywords,timestamp
011o1mev6s37ukkpes2h4l1pct6v93cl.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:41.431516
01gamedownload.com,ICANN,blacklistKeywords_malware,download,2025-08-27T11:32:42.003867
01mt8b01rlclit8mk7cd9gfv7fvfdm43.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:42.094317
01secure.com,ICANN,blacklistKeywords_fraud,secure,2025-08-27T11:32:42.161113
0336nclo132m87krloavtmo2sjm2jnqp.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:43.609754
043o8i3icls9cqrk6rr346juchur7mtm.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:44.344221
0591autogroup.com,ICANN,blacklistKeywords_fraud,group,2025-08-27T11:32:45.519928
086or53gvs5thcli6rj9r1dj6cbe8kmo.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:47.715420
0ac4gt5tl1e5v7scrgscls1mpe64d3fm.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:48.907327
0clbqt3ccv7fabn8emmllnoc7tkds2rq.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:49.552004
0dvop0tav7b2k71gcllo206l707mmsak.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:49.976874
0fficeauth.com,ICANN,blacklistKeywords_phishing,auth,2025-08-27T11:32:50.377997
0i804jeclkqhfp7aibva5h7bftejt3kg.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:51.105892
0kre3dpujir8duveoovclu0fhv8jq4tm.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:51.758118
0m5b58ejd0bq0hjfrclpepqjof9bnr31.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:52.094025
0nfvf5nuaciclh9v188mb2thiiinkrk7.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:52.446773
0qfh548ku66dssl48occ906ofuqdo1li.com,ICANN,blacklistKeywords_fraud,ssl,2025-08-27T11:32:53.218609
0ujtbbopf52b2dsdksnb8ibm61j2mhvh.com,ICANN,enterpriseBrands_cloud_tech,ibm,2025-08-27T11:32:54.264742
1-1clone.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:54.850443
100khabitsblueprint.com,ICANN,blacklistKeywords_fraud,blue,2025-08-27T11:32:56.370399
102677-apple.com,ICANN,enterpriseBrands_fortune_100,apple,2025-08-27T11:32:57.480081
1098clothing.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:58.552832
10roadsexpressllc.com,ICANN,blacklistKeywords_fraud,ssl,2025-08-27T11:32:59.509284
10scapeclub.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:59.526987
10xclubs.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:32:59.821777
111betonline.com,ICANN,blacklistKeywords_fraud,online,2025-08-27T11:33:00.556911
116longford.com,ICANN,enterpriseBrands_fortune_100,ford,2025-08-27T11:33:01.534536
11snightclub.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:02.707167
12bradfordcourt.com,ICANN,enterpriseBrands_fortune_100,ford,2025-08-27T11:33:05.909215
12pawsbakery.com,ICANN,enterpriseBrands_cloud_tech,aws,2025-08-27T11:33:06.368048
13506j6l0ar33ghc0d92k7bbsclvtae8.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:07.515510
143betonline.com,ICANN,blacklistKeywords_fraud,online,2025-08-27T11:33:09.047096
14muqodc74igcs8oknehu7memcl3ph2i.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:09.890093
14vinweb.com,ICANN,blacklistKeywords_fraud,web,2025-08-27T11:33:10.026431
1613dawnviewdr.com,ICANN,blacklistKeywords_fraud,view,2025-08-27T11:33:11.940052
1650clark-236.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:12.428884
1688oveoww.com,ICANN,blacklistKeywords_fraud,ww,2025-08-27T11:33:13.037182
16betww.com,ICANN,blacklistKeywords_fraud,ww,2025-08-27T11:33:13.398820
16filmywap.com,ICANN,blacklistKeywords_fraud,my,2025-08-27T11:33:13.479222
17filmywap.com,ICANN,blacklistKeywords_fraud,my,2025-08-27T11:33:15.239405
17pathsgroup.com,ICANN,blacklistKeywords_fraud,group,2025-08-27T11:33:15.455962
199betweb.com,ICANN,blacklistKeywords_fraud,web,2025-08-27T11:33:20.144768
19dewagroup.com,ICANN,blacklistKeywords_fraud,group,2025-08-27T11:33:20.283818
19filmywap.com,ICANN,blacklistKeywords_fraud,my,2025-08-27T11:33:20.315751
1clickblinds.com,ICANN,blacklistKeywords_phishing|blacklistKeywords_fraud,click|cl,2025-08-27T11:33:22.371179
1e5inu2l2cldru59soc1aa6kmj6m0dif.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:23.322366
1highclasscatering.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:24.834473
1hmikr1f9hk16g8erj304dmkqe8mclou.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:24.877098
1j6vvuo8t9p21grcl0nfjvgodr8d5mtp.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:25.445220
1k1vrskm9ujq7l0sqk92p7gtfjr6cla3.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:25.703155
1k9kq51clb0pa534e3d455lmomptambd.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:25.766347
1pk0mm9o3u7bti603cll96omieq8n112.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:28.290675
1pucd7s2cm5vfccl0hdri2r1d3tpj22b.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:28.506772
1st4group.com,ICANN,blacklistKeywords_fraud,group,2025-08-27T11:33:29.685783
1taraview.com,ICANN,blacklistKeywords_fraud,view,2025-08-27T11:33:30.737500
1u54gukvt8k5ufmclo5piih56gg64epl.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:31.194891
1utu06q5na7nsgq491e2jcl6h145rgq6.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:31.487713
1winloging.com,ICANN,blacklistKeywords_phishing,login,2025-08-27T11:33:32.080013
2-4dromoraclose.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:32.825086
2020capital-advisory-group.com,ICANN,blacklistKeywords_fraud,group,2025-08-27T11:33:33.741614
2025salesrally.com,ICANN,enterpriseBrands_financial,ally,2025-08-27T11:33:34.341766
20hartcircle1.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:35.481318
2160l9ukc1qk2rvb9cl0bp96vc6mlpvh.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:36.589870
21clasificados.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:36.985270
222-group.com,ICANN,blacklistKeywords_fraud,group,2025-08-27T11:33:37.858621
2348boxwood.com,ICANN,enterpriseBrands_it_top_100_extra,box,2025-08-27T11:33:40.124645
24-7computerservices.com,ICANN,blacklistKeywords_fraud,service|services,2025-08-27T11:33:41.133769
24kpuppyacademy.com,ICANN,blacklistKeywords_fraud,my,2025-08-27T11:33:43.141802
2526webster.com,ICANN,blacklistKeywords_fraud,web,2025-08-27T11:33:43.828533
258clothing.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:44.305355
27betweb.com,ICANN,blacklistKeywords_fraud,web,2025-08-27T11:33:46.533612
280eclassaction.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:47.005471
280eclassactions.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:47.005516
28slogin.com,ICANN,blacklistKeywords_phishing,login,2025-08-27T11:33:47.921635
29i9dmoqnsvlk437jgsocl0upmnlqt70.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:48.724922
2agree-cms.com,ICANN,blacklistKeywords_phishing,agree|agree-,2025-08-27T11:33:49.146827
2angelscleaning.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:49.259532
2apservices.com,ICANN,blacklistKeywords_fraud,service|services,2025-08-27T11:33:49.293843
2b9l98rqsnv1pcdn09thktr19to2ghuc.com,ICANN,blacklistKeywords_fraud,cdn,2025-08-27T11:33:49.544624
2bfcl534u7pmgl2s6q1r6682nq2h2o92.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:49.719282
2conline.com,ICANN,blacklistKeywords_fraud,online,2025-08-27T11:33:50.524648
2f-pi-wallet.com,ICANN,blacklistKeywords_crypto_scam,wallet,2025-08-27T11:33:51.637162
2f6ofh8d79qf9uiq8dumt9cl8q6nvp68.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:51.701461
2girlsandamopcleaningproducts.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:52.384882
2h44k87d8pssl9kv09i05kip29kf5ijj.com,ICANN,blacklistKeywords_fraud,ssl,2025-08-27T11:33:52.722402
2hemjktnesk9vb6cl8bms1ll4dfkobpd.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:52.864663
2jjlogin.com,ICANN,blacklistKeywords_phishing,login,2025-08-27T11:33:53.636854
2qc4o1itac6pclbbr9708er2e279poom.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:56.754293
2sisters-services.com,ICANN,blacklistKeywords_fraud,service|services,2025-08-27T11:33:57.606635
2stblvlejulhcnpcljj5v2npf8v9ut2f.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:57.782691
301harrisoncircle.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:33:59.803046
30277pay.com,ICANN,blacklistKeywords_fraud,pay,2025-08-27T11:33:59.866550
303gt6utug5og4qis5ne8aeclf9avlrm.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:34:00.020239
3083clkiffoak5vhacvrb55clgeq5fqk.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:34:00.492419
3109bradfordplace.com,ICANN,enterpriseBrands_fortune_100,ford,2025-08-27T11:34:01.405993
310cliftonrd.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:34:01.418046
31ni49cttq8s1fccl5mvdh9sq5m7djj1.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:34:02.698290
320cdn.com,ICANN,blacklistKeywords_fraud,cdn,2025-08-27T11:34:02.872053
3350cascinacircleunitd.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:34:04.799091
34kku8vp2r7p9i0531g3rjf6fgcljcj7.com,ICANN,blacklistKeywords_fraud,cl,2025-08-27T11:34:06.815389
355crestview.com,ICANN,blacklistKeywords_fraud,view,2025-08-27T11:34:07.529403
