domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"1securegov.com","https://1securegov.com",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-10T13:52:01.403Z"
"1securehnet.top","https://1securehnet.top",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-10T13:52:17.990Z"
"1stbankok.com","https://1stbankok.com",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-10T13:52:34.242Z"
"1stmortgagebankers.online","https://1stmortgagebankers.online",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-10T13:52:50.514Z"
"1stveteransbusinessbank.com","https://1stveteransbusinessbank.com",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-10T13:53:06.776Z"
"1stvisa.com","https://1stvisa.com",5,"medium_risk","enterprise_target","visa","",0,0,"false","","","2025-07-10T13:53:23.055Z"
"1superintelligence.com","https://1superintelligence.com",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-07-10T13:53:39.295Z"
"1wibmh.top","https://1wibmh.top",5,"medium_risk","enterprise_target","ibm","",0,0,"false","","","2025-07-10T13:53:55.941Z"
"1win-bitcoinmem.online","https://1win-bitcoinmem.online",3,"blacklist_match","blacklist_match","","bitcoin",0,0,"false","","","2025-07-10T13:54:12.209Z"
"1win-bitcoinstore.online","https://1win-bitcoinstore.online",3,"blacklist_match","blacklist_match","","bitcoin",0,0,"false","","","2025-07-10T13:54:28.472Z"
"1win-casino-free-bitcoin.online","https://1win-casino-free-bitcoin.online",3,"blacklist_match","blacklist_match","","bitcoin",0,0,"false","","","2025-07-10T13:54:44.700Z"
