domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"mysteryboxes.se","https://mysteryboxes.se",8,"high_risk","box","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:24.592Z"
"pawsclub.sk","https://pawsclub.sk",8,"high_risk","aws","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:53.054Z"
"chicclaws.se","https://chicclaws.se",8,"high_risk","aws","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:56.243Z"
"stellamysterybox.sk","https://stellamysterybox.sk",8,"high_risk","box","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:17.423Z"
"stellamysterybox.sk","https://stellamysterybox.sk",8,"high_risk","box","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:36.542Z"
"mysteryboxes.se","https://mysteryboxes.se",8,"high_risk","box","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:37.333Z"
"accessionintelligence.se","https://accessionintelligence.se",8,"high_risk","intel","access",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:09:22.657Z"
"saphiraguld.se","https://saphiraguld.se",5,"medium_risk","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:03:25.559Z"
"sandboxlabs.se","https://sandboxlabs.se",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:03:28.673Z"
"vetally.se","https://vetally.se",5,"medium_risk","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:03:32.597Z"
"trashmetal.se","https://trashmetal.se",5,"medium_risk","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:03:36.491Z"
"hrafnintel.se","https://hrafnintel.se",5,"medium_risk","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:03:41.992Z"
"blomsterbox.nu","https://blomsterbox.nu",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:03:48.467Z"
"kepsapan.se","https://kepsapan.se",5,"medium_risk","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:03:52.385Z"
"ttesla.sk","https://ttesla.sk",5,"medium_risk","tesla","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:00.987Z"
"discoveryglobal.se","https://discoveryglobal.se",5,"medium_risk","discover","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:04.940Z"
"alphabeti.se","https://alphabeti.se",5,"medium_risk","alphabet","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:08.111Z"
"redovisaplus.se","https://redovisaplus.se",5,"medium_risk","visa;sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:11.253Z"
"sofiasingvall.se","https://sofiasingvall.se",5,"medium_risk","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:20.676Z"
"ricodelluxury.se","https://ricodelluxury.se",5,"medium_risk","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:22.243Z"
"metaadskonsult.se","https://metaadskonsult.se",5,"medium_risk","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:27.283Z"
"amazonguiden.se","https://amazonguiden.se",5,"medium_risk","amazon","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:28.062Z"
"jarvisai.se","https://jarvisai.se",5,"medium_risk","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:30.400Z"
"pawsona.sk","https://pawsona.sk",5,"medium_risk","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:33.524Z"
"metalgigpix.se","https://metalgigpix.se",5,"medium_risk","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:51.490Z"
"divisaforte.se","https://divisaforte.se",5,"medium_risk","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:53.848Z"
"erallycup.sk","https://erallycup.sk",5,"medium_risk","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:56.189Z"
"dansappen.se","https://dansappen.se",5,"medium_risk","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:56.968Z"
"kiraboxen.se","https://kiraboxen.se",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:58.531Z"
"ilcarrettodellapasta.se","https://ilcarrettodellapasta.se",5,"medium_risk","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:04:59.311Z"
"kryddbox.se","https://kryddbox.se",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:10.407Z"
"redovisatryggt.se","https://redovisatryggt.se",5,"medium_risk","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:23.000Z"
"stingboxing.se","https://stingboxing.se",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:26.160Z"
"iqbox.sk","https://iqbox.sk",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:30.871Z"
"bawscollective.se","https://bawscollective.se",5,"medium_risk","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:32.447Z"
"casapinoalto.se","https://casapinoalto.se",5,"medium_risk","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:34.014Z"
"kontajnerbox.sk","https://kontajnerbox.sk",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:39.529Z"
"vandringfordumskallar.se","https://vandringfordumskallar.se",5,"medium_risk","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:43.462Z"
"amazonpartner.se","https://amazonpartner.se",5,"medium_risk","amazon","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:49.978Z"
"biovitbox.sk","https://biovitbox.sk",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:05:54.681Z"
"metalibra.sk","https://metalibra.sk",5,"medium_risk","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:05.664Z"
"discoveryglobalmedia.se","https://discoveryglobalmedia.se",5,"medium_risk","discover","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:10.376Z"
"invisalignsolna.se","https://invisalignsolna.se",5,"medium_risk","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:15.859Z"
"boxbok.se","https://boxbok.se",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:18.990Z"
"elasticke-sklo.sk","https://elasticke-sklo.sk",5,"medium_risk","elastic","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:27.066Z"
"metalcore.se","https://metalcore.se",5,"medium_risk","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:30.217Z"
"theprettybox.se","https://theprettybox.se",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:44.383Z"
"roslagssapa.nu","https://roslagssapa.nu",5,"medium_risk","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:45.945Z"
"coremetal.se","https://coremetal.se",5,"medium_risk","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:06:54.585Z"
"incometaxinswedenguide.se","https://incometaxinswedenguide.se",5,"medium_risk","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-08-05T20:07:04.003Z"
