domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"sofielundstk.se","https://sofielundstk.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:25.839Z"
"revolutionwrapfilm.se","https://revolutionwrapfilm.se",5,"medium_risk","enterprise_target","revolut","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:26.639Z"
"socialbox.sk","https://socialbox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:27.425Z"
"metisapartment.sk","https://metisapartment.sk",5,"medium_risk","enterprise_target","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:28.211Z"
"cally.sk","https://cally.sk",5,"medium_risk","enterprise_target","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:29.004Z"
"bankollen.se","https://bankollen.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:29.811Z"
"vboxcomm.sk","https://vboxcomm.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:30.606Z"
"momentsbysofia.se","https://momentsbysofia.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:31.414Z"
"vantrisbox.sk","https://vantrisbox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:32.216Z"
"intellais.sk","https://intellais.sk",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:33.014Z"
"elasticke-sklo.sk","https://elasticke-sklo.sk",5,"medium_risk","enterprise_target","elastic","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:33.877Z"
"xn--sjstadsfordon-jmb.se","https://xn--sjstadsfordon-jmb.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:34.660Z"
"cryptocartel.sk","https://cryptocartel.sk",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:35.452Z"
"botniagoldmining.se","https://botniagoldmining.se",3,"blacklist_match","blacklist_match","","mining",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:36.241Z"
"zeocemmining.sk","https://zeocemmining.sk",3,"blacklist_match","blacklist_match","","mining",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:37.037Z"
"lexbox.se","https://lexbox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:37.833Z"
"urbanpaws.se","https://urbanpaws.se",5,"medium_risk","enterprise_target","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:38.617Z"
"movisanpodmienky.sk","https://movisanpodmienky.sk",5,"medium_risk","enterprise_target","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:39.405Z"
"boxershorts.nu","https://boxershorts.nu",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:40.192Z"
"botniagoldmining.nu","https://botniagoldmining.nu",3,"blacklist_match","blacklist_match","","mining",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:40.980Z"
"fidello.se","https://fidello.se",5,"medium_risk","enterprise_target","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:41.776Z"
"returmetall.se","https://returmetall.se",5,"medium_risk","enterprise_target","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:42.561Z"
"jazzoomphotostudio.sk","https://jazzoomphotostudio.sk",5,"medium_risk","enterprise_target","zoom","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:43.349Z"
"cryptokultur.se","https://cryptokultur.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:44.134Z"
"meetsofi.sk","https://meetsofi.sk",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:44.920Z"
"zeocem-mining.sk","https://zeocem-mining.sk",3,"blacklist_match","blacklist_match","","mining",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:45.732Z"
"duobilfordon.se","https://duobilfordon.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:46.522Z"
"dinarbetsbank.se","https://dinarbetsbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:47.315Z"
"bankrot-zadarmo.sk","https://bankrot-zadarmo.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:48.099Z"
"naradiezhurbanky.sk","https://naradiezhurbanky.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:48.890Z"
"aceaccountants.se","https://aceaccountants.se",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:49.677Z"
"pawswholesale.se","https://pawswholesale.se",5,"medium_risk","enterprise_target","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:50.464Z"
"banketa.sk","https://banketa.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:51.250Z"
"rizoom.nu","https://rizoom.nu",5,"medium_risk","enterprise_target","zoom","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:52.035Z"
"jpmorganpersonalinvesting.sk","https://jpmorganpersonalinvesting.sk",5,"medium_risk","enterprise_target","jpmorgan","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:52.818Z"
"sentinelone.se","https://sentinelone.se",5,"medium_risk","enterprise_target","sentinelone","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:53.609Z"
"atlasbank.se","https://atlasbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:55.935Z"
"undefined","undefined",undefined,"undefined","unknown","","",undefined,undefined,"false","false","false",0,"","","","","","false","",0,"false","false","false","false","false","false","undefined"
"sjostadsfordon.se","https://sjostadsfordon.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:57.921Z"
"invisalignkampanj.nu","https://invisalignkampanj.nu",5,"medium_risk","enterprise_target","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:58.719Z"
"xn--lrdigfilosofi-bfb.se","https://xn--lrdigfilosofi-bfb.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:18:59.516Z"
"vantrisbox.sk","https://vantrisbox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:00.314Z"
"vardrevolutionen.nu","https://vardrevolutionen.nu",5,"medium_risk","enterprise_target","revolut","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:01.122Z"
"teslaproducts.se","https://teslaproducts.se",5,"medium_risk","enterprise_target","tesla","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:01.916Z"
"bankollen.se","https://bankollen.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:02.707Z"
"wineoracle.se","https://wineoracle.se",5,"medium_risk","enterprise_target","oracle","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:03.497Z"
"laddboxhallen.se","https://laddboxhallen.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:04.289Z"
"y2meta.nu","https://y2meta.nu",5,"medium_risk","enterprise_target","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:05.109Z"
"box136.se","https://box136.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:05.898Z"
"z-account.sk","https://z-account.sk",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:06.690Z"
"kodemodellen.se","https://kodemodellen.se",5,"medium_risk","enterprise_target","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:07.483Z"
"boxtune.se","https://boxtune.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:08.274Z"
"invisalignprovider.se","https://invisalignprovider.se",5,"medium_risk","enterprise_target","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:09.058Z"
"sosapopup.se","https://sosapopup.se",5,"medium_risk","enterprise_target","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:09.851Z"
"naradiezhurbanky.sk","https://naradiezhurbanky.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:10.639Z"
"tenantintelligence.se","https://tenantintelligence.se",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:11.430Z"
"hubfordigitalexistence.se","https://hubfordigitalexistence.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:12.236Z"
"fritidsfordonivast.se","https://fritidsfordonivast.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:13.025Z"
"applesin.se","https://applesin.se",5,"medium_risk","enterprise_target","apple","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:13.827Z"
"go-locally.se","https://go-locally.se",5,"medium_risk","enterprise_target","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:14.622Z"
"bboxpay.sk","https://bboxpay.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:15.413Z"
"duobilfordon.se","https://duobilfordon.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:16.201Z"
"cally.sk","https://cally.sk",5,"medium_risk","enterprise_target","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:16.987Z"
"junebank.se","https://junebank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:17.774Z"
"inteligentne-systemy.sk","https://inteligentne-systemy.sk",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:18.563Z"
"garazbox.sk","https://garazbox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:19.353Z"
"interintel.ee","https://interintel.ee",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:20.145Z"
"kidsbank.se","https://kidsbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:20.966Z"
"wineoracles.se","https://wineoracles.se",5,"medium_risk","enterprise_target","oracle","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:21.756Z"
"upplevamazonas.se","https://upplevamazonas.se",5,"medium_risk","enterprise_target","amazon","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:22.543Z"
"theprettybox.se","https://theprettybox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:23.328Z"
"filterbox.se","https://filterbox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:24.113Z"
"sofiesticknit.se","https://sofiesticknit.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:24.899Z"
"qranitbank.nu","https://qranitbank.nu",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:25.698Z"
"boxyrent.sk","https://boxyrent.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:26.491Z"
"sofiessmycken.se","https://sofiessmycken.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:27.277Z"
"casinorevolut.se","https://casinorevolut.se",5,"medium_risk","enterprise_target","revolut","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:28.067Z"
"metisapartment.sk","https://metisapartment.sk",5,"medium_risk","enterprise_target","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:28.855Z"
"sedellfast.se","https://sedellfast.se",5,"medium_risk","enterprise_target","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:29.638Z"
"krabbanknut.se","https://krabbanknut.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:30.422Z"
"applemax.sk","https://applemax.sk",5,"medium_risk","enterprise_target","apple","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:31.206Z"
"bankerydspizzeria.se","https://bankerydspizzeria.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:31.995Z"
"dellsjo.se","https://dellsjo.se",5,"medium_risk","enterprise_target","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:32.783Z"
"draccounting.sk","https://draccounting.sk",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:33.589Z"
"intellais.sk","https://intellais.sk",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:34.372Z"
"miraaccounting.se","https://miraaccounting.se",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:35.161Z"
"stoffebox.se","https://stoffebox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:35.948Z"
"undefined","undefined",undefined,"undefined","unknown","","",undefined,undefined,"false","false","false",0,"","","","","","false","",0,"false","false","false","false","false","false","undefined"
"savingbox.se","https://savingbox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:37.755Z"
"account-it.ee","https://account-it.ee",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:38.548Z"
"lngaccounting.se","https://lngaccounting.se",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:39.336Z"
"artificialgeneralintelligence.nu","https://artificialgeneralintelligence.nu",5,"medium_risk","enterprise_target","intel","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:40.125Z"
"sapourawellness.se","https://sapourawellness.se",5,"medium_risk","enterprise_target","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:40.918Z"
"azoomap.sk","https://azoomap.sk",5,"medium_risk","enterprise_target","zoom","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:41.702Z"
"dinfordonskonslut.se","https://dinfordonskonslut.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:42.487Z"
"lexbox.se","https://lexbox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:43.273Z"
"xn--dellsj-1xa.se","https://xn--dellsj-1xa.se",5,"medium_risk","enterprise_target","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:44.076Z"
"nutribox.sk","https://nutribox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:44.874Z"
"harbybox.se","https://harbybox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:45.689Z"
"vardrevolutionen.se","https://vardrevolutionen.se",5,"medium_risk","enterprise_target","revolut","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:46.482Z"
"pawbox.se","https://pawbox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:47.270Z"
"vusaplas.sk","https://vusaplas.sk",5,"medium_risk","enterprise_target","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:48.061Z"
"meetsofi.sk","https://meetsofi.sk",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:48.847Z"
"boxjt.ee","https://boxjt.ee",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:49.635Z"
"downypaws.sk","https://downypaws.sk",5,"medium_risk","enterprise_target","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:50.427Z"
"cloudflare-test.se","https://cloudflare-test.se",5,"medium_risk","enterprise_target","cloudflare","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:51.220Z"
"fordonstjanster.se","https://fordonstjanster.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:52.015Z"
"metaverseai.se","https://metaverseai.se",5,"medium_risk","enterprise_target","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:52.803Z"
"squarehammer.se","https://squarehammer.se",5,"medium_risk","enterprise_target","square","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:53.590Z"
"incometaxguide.se","https://incometaxguide.se",5,"medium_risk","enterprise_target","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:54.385Z"
"lovisafahlgren.se","https://lovisafahlgren.se",5,"medium_risk","enterprise_target","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:55.175Z"
"momentsbysofia.se","https://momentsbysofia.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:55.981Z"
"sallytheunicorn.sk","https://sallytheunicorn.sk",5,"medium_risk","enterprise_target","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:56.769Z"
"myinbox.sk","https://myinbox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:57.560Z"
"showpaws.se","https://showpaws.se",5,"medium_risk","enterprise_target","aws","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:58.364Z"
"grantbank.nu","https://grantbank.nu",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:59.154Z"
"vykupbankoviek.sk","https://vykupbankoviek.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:19:59.945Z"
"sidebox.sk","https://sidebox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:20:00.737Z"
"hlinikove-pazenie-litebox.sk","https://hlinikove-pazenie-litebox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:20:01.532Z"
"authenticliving.se","https://authenticliving.se",3,"blacklist_match","blacklist_match","","auth",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:20:02.324Z"
"incometaxinswedenguide.se","https://incometaxinswedenguide.se",5,"medium_risk","enterprise_target","meta","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:20:03.123Z"
"loqally.se","https://loqally.se",5,"medium_risk","enterprise_target","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:20:03.913Z"
"dinredovisare.se","https://dinredovisare.se",5,"medium_risk","enterprise_target","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-25T12:20:04.702Z"
