domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"myfirstbox.se","https://myfirstbox.se",8,"high_risk","box","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:43.829Z"
"accessionintelligence.se","https://accessionintelligence.se",8,"high_risk","intel","access",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:42.942Z"
"sofiessmycken.se","https://sofiessmycken.se",8,"high_risk","sofi","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:18:52.395Z"
"devisafe.se","https://devisafe.se",8,"high_risk","visa","safe",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:19:52.744Z"
"wineoracle.se","https://wineoracle.se",8,"high_risk","oracle","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:20:18.330Z"
"myinbox.sk","https://myinbox.sk",8,"high_risk","box","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:20:50.483Z"
"elasticke-sklo.sk","https://elasticke-sklo.sk",5,"medium_risk","elastic","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:14:54.369Z"
"momentsbysofia.se","https://momentsbysofia.se",5,"medium_risk","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:14:56.729Z"
"revolutionwrapfilm.se","https://revolutionwrapfilm.se",5,"medium_risk","revolut","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:14:57.520Z"
"sofiastampe.se","https://sofiastampe.se",5,"medium_risk","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:11.745Z"
"renovisa.se","https://renovisa.se",5,"medium_risk","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:27.671Z"
"dinfordonskonslut.se","https://dinfordonskonslut.se",5,"medium_risk","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:31.662Z"
"lexbox.se","https://lexbox.se",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:54.938Z"
"sjostadsfordon.se","https://sjostadsfordon.se",5,"medium_risk","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:59.697Z"
"vasapanten.se","https://vasapanten.se",5,"medium_risk","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:02.878Z"
"nutribox.sk","https://nutribox.sk",5,"medium_risk","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:05.258Z"
