domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"myllenia.se","https://myllenia.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:18.054Z"
"soderkopingservicebutik.se","https://soderkopingservicebutik.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:18.848Z"
"georgiastadservice.se","https://georgiastadservice.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:19.640Z"
"elijahclarance.se","https://elijahclarance.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:20.430Z"
"clicet.tralla.se","https://clicet.tralla.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:21.220Z"
"steakacademy.sk","https://steakacademy.sk",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:22.026Z"
"logopedservice.se","https://logopedservice.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:22.815Z"
"clipia.se","https://clipia.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:23.603Z"
"miraaccounting.se","https://miraaccounting.se",3,"blacklist_match","blacklist_match","","account",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:24.389Z"
"my-the-blanket-blog.nu","https://my-the-blanket-blog.nu",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:26.067Z"
"mycookies.sk","https://mycookies.sk",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:26.879Z"
"renovisa.se","https://renovisa.se",5,"medium_risk","enterprise_target","visa","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:27.671Z"
"annas-ekonomiservice.se","https://annas-ekonomiservice.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:28.467Z"
"supporterplagg.se","https://supporterplagg.se",3,"blacklist_match","blacklist_match","","support",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:29.258Z"
"liekovyportal.sk","https://liekovyportal.sk",3,"blacklist_match","blacklist_match","","portal",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:30.076Z"
"recyclon.se","https://recyclon.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:30.868Z"
"dinfordonskonslut.se","https://dinfordonskonslut.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:31.662Z"
"undefined","undefined",undefined,"undefined","unknown","","",undefined,undefined,"false","false","false",0,"","","","","","false","",0,"false","false","false","false","false","false","undefined"
"mailofficetel.se","https://mailofficetel.se",3,"blacklist_match","blacklist_match","","mail",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:33.497Z"
"tavackoligroup.se","https://tavackoligroup.se",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:34.290Z"
"claritystudio.se","https://claritystudio.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:35.082Z"
"sivamys.sk","https://sivamys.sk",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:35.879Z"
"europeanentertainmentgroup.nu","https://europeanentertainmentgroup.nu",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:36.699Z"
"clipapp.sk","https://clipapp.sk",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:37.495Z"
"werkenbijwebwijs.nu","https://werkenbijwebwijs.nu",3,"blacklist_match","blacklist_match","","web",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:38.286Z"
"znamypodolog.sk","https://znamypodolog.sk",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:39.076Z"
"assclown.se","https://assclown.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:39.869Z"
"forexonline.se","https://forexonline.se",3,"blacklist_match","blacklist_match","","online",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:40.662Z"
"ramimail.sk","https://ramimail.sk",3,"blacklist_match","blacklist_match","","mail",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:41.457Z"
"calmyra.sk","https://calmyra.sk",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:42.248Z"
"noservice.se","https://noservice.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:43.038Z"
"myfirstbox.se","https://myfirstbox.se",8,"high_risk","enterprise_target","box","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:43.829Z"
"nymagroup.se","https://nymagroup.se",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:44.625Z"
"webblymedia.nu","https://webblymedia.nu",3,"blacklist_match","blacklist_match","","web",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:45.418Z"
"cryptokultur.se","https://cryptokultur.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:46.209Z"
"hunteracademy.se","https://hunteracademy.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:47.003Z"
"vjservice.se","https://vjservice.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:47.799Z"
"webswift.sk","https://webswift.sk",3,"blacklist_match","blacklist_match","","web",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:48.591Z"
"naradiezhurbanky.sk","https://naradiezhurbanky.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:49.384Z"
"claimsportal.se","https://claimsportal.se",3,"blacklist_match","blacklist_match","","portal",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:50.176Z"
"nybladsallservice.se","https://nybladsallservice.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:50.966Z"
"mycarly.sk","https://mycarly.sk",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:51.757Z"
"angelikaacademy.sk","https://angelikaacademy.sk",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:52.563Z"
"sm-club.sk","https://sm-club.sk",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:53.356Z"
"drehofenservice.nu","https://drehofenservice.nu",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:54.144Z"
"lexbox.se","https://lexbox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:54.938Z"
"ns15.awcloud.se","https://ns15.awcloud.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:55.730Z"
"metropoleclassiccars.se","https://metropoleclassiccars.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:56.521Z"
"kidsbank.se","https://kidsbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:57.317Z"
"bankrot-zadarmo.sk","https://bankrot-zadarmo.sk",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:58.110Z"
"dinwebstudio.se","https://dinwebstudio.se",3,"blacklist_match","blacklist_match","","web",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:58.902Z"
"sjostadsfordon.se","https://sjostadsfordon.se",5,"medium_risk","enterprise_target","ford","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:15:59.697Z"
"advokatkessler.sk","https://advokatkessler.sk",3,"blacklist_match","blacklist_match","","ssl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:00.494Z"
"dinarbetsbank.se","https://dinarbetsbank.se",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:01.287Z"
"foxer-online.sk","https://foxer-online.sk",3,"blacklist_match","blacklist_match","","online",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:02.086Z"
"vasapanten.se","https://vasapanten.se",5,"medium_risk","enterprise_target","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:02.878Z"
"cryptoscan.se","https://cryptoscan.se",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:03.671Z"
"dkrgroup.sk","https://dkrgroup.sk",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:04.468Z"
"nutribox.sk","https://nutribox.sk",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:05.258Z"
"kindfindsvintage.se","https://kindfindsvintage.se",3,"blacklist_match","blacklist_match","","find",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:06.057Z"
"vvsdirektonline.se","https://vvsdirektonline.se",3,"blacklist_match","blacklist_match","","online",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:06.849Z"
"metisapartment.sk","https://metisapartment.sk",5,"medium_risk","enterprise_target","sap","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:07.642Z"
"sunshineclub.sk","https://sunshineclub.sk",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:08.438Z"
"familjensandell.se","https://familjensandell.se",5,"medium_risk","enterprise_target","dell","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:09.231Z"
"safed.sk","https://safed.sk",3,"blacklist_match","blacklist_match","","safe",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:10.026Z"
"meetsofi.sk","https://meetsofi.sk",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:10.816Z"
"qanview.se","https://qanview.se",3,"blacklist_match","blacklist_match","","view",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:11.609Z"
"undefined","undefined",undefined,"undefined","unknown","","",undefined,undefined,"false","false","false",0,"","","","","","false","",0,"false","false","false","false","false","false","undefined"
"onlinenu.se","https://onlinenu.se",3,"blacklist_match","blacklist_match","","online",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:13.433Z"
"cally.sk","https://cally.sk",5,"medium_risk","enterprise_target","ally","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:14.226Z"
"papayaglobal.sk","https://papayaglobal.sk",3,"blacklist_match","blacklist_match","","pay",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:15.022Z"
"xn--sandbergstrdservice-qwb.se","https://xn--sandbergstrdservice-qwb.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:15.816Z"
"nordicdealsonline.se","https://nordicdealsonline.se",3,"blacklist_match","blacklist_match","","online",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:16.607Z"
"sofielundstk.se","https://sofielundstk.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:17.404Z"
"hotpantsclub.se","https://hotpantsclub.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:18.198Z"
"blindbox.se","https://blindbox.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:18.991Z"
"gavlebilservice.se","https://gavlebilservice.se",3,"blacklist_match","blacklist_match","","service",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:19.783Z"
"connectait.se","https://connectait.se",3,"blacklist_match","blacklist_match","","connect",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:20.580Z"
"pysslans.se","https://pysslans.se",3,"blacklist_match","blacklist_match","","ssl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:21.378Z"
"prosafety.sk","https://prosafety.sk",3,"blacklist_match","blacklist_match","","safe",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:22.173Z"
"smarttechgroup.sk","https://smarttechgroup.sk",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:22.981Z"
"gummybites.se","https://gummybites.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:23.777Z"
"mystimmen.se","https://mystimmen.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:24.573Z"
"smyck.se","https://smyck.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:25.367Z"
"boxtune.se","https://boxtune.se",5,"medium_risk","enterprise_target","box","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:26.169Z"
"prabogroup.se","https://prabogroup.se",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:26.968Z"
"huntacademy.se","https://huntacademy.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:27.763Z"
"helekopterview.se","https://helekopterview.se",3,"blacklist_match","blacklist_match","","view",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:28.559Z"
"nodicpay.se","https://nodicpay.se",3,"blacklist_match","blacklist_match","","pay",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:29.356Z"
"aimasterclass.sk","https://aimasterclass.sk",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:30.150Z"
"zeocemmining.sk","https://zeocemmining.sk",3,"blacklist_match","blacklist_match","","mining",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:30.950Z"
"mclarengolf.se","https://mclarengolf.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:31.747Z"
"carmy-backend.se","https://carmy-backend.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:32.544Z"
"kleoclinic.se","https://kleoclinic.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:33.346Z"
"myndros.se","https://myndros.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:34.139Z"
"servercloud.se","https://servercloud.se",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:34.934Z"
"presecurity.se","https://presecurity.se",3,"blacklist_match","blacklist_match","","security",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:35.732Z"
"sofiastampedesign.se","https://sofiastampedesign.se",5,"medium_risk","enterprise_target","sofi","",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:36.543Z"
"catalysgroup.se","https://catalysgroup.se",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:37.343Z"
"barqgroup.sk","https://barqgroup.sk",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:38.146Z"
"netgamegroup.se","https://netgamegroup.se",3,"blacklist_match","blacklist_match","","group",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:38.947Z"
"cleannovation.sk","https://cleannovation.sk",3,"blacklist_match","blacklist_match","","cl",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:39.743Z"
"urmyt.se","https://urmyt.se",3,"blacklist_match","blacklist_match","","my",0,0,"false","false","false",0,"inactive","","","","","false","",0,"false","false","false","false","false","false","2025-07-26T17:16:40.546Z"
