domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"011-stripe.com","https://011-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:51:10.822Z"
"012-stripe.com","https://012-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:51:30.439Z"
"013-stripe.com","https://013-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:51:52.197Z"
"014-stripe.com","https://014-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:52:31.169Z"
"015-stripe.com","https://015-stripe.com",5,"medium_risk","enterprise_target","stripe","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:52:50.089Z"
"01bet-login.com","https://01bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:53:12.406Z"
"01-loginkesinisaja.store","https://01-loginkesinisaja.store",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:53:13.215Z"
"020betlogin.com","https://020betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:53:31.352Z"
"02bet-login.com","https://02bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:53:49.739Z"
"02crypto.xyz","https://02crypto.xyz",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:53:50.563Z"
"02ukjulyupdate.com","https://02ukjulyupdate.com",19.3,"confirmed_threat","blacklist_match","","update",2,2,"false","false","false",0,"unknown","","","","","false","HIGH",2.564102564102564,"true","true","false","false","false","true","2025-07-23T08:54:08.295Z"
"undefined","undefined",undefined,"undefined","unknown","","",undefined,undefined,"false","false","false",0,"","","","","","false","",0,"false","false","false","false","false","false","undefined"
"04betlogin.com","https://04betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:54:38.206Z"
"04-loginkesinisaja.store","https://04-loginkesinisaja.store",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:54:39.017Z"
"050bet-login.com","https://050bet-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:55:15.913Z"
"050betlogin.com","https://050betlogin.com",5,"confirmed_threat","blacklist_match","","login",1,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:55:40.401Z"
"0532oracle.com","https://0532oracle.com",5,"medium_risk","enterprise_target","oracle","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","false","false","false","true","2025-07-23T08:56:01.435Z"
"0591ibm.com","https://0591ibm.com",5,"medium_risk","enterprise_target","ibm","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","false","false","false","true","2025-07-23T08:56:19.548Z"
"05-loginkesinisaja.store","https://05-loginkesinisaja.store",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","false","false","false","true","2025-07-23T08:56:20.345Z"
"05xlogin.com","https://05xlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:56:38.799Z"
"06-2024-q35ibm9u1u.com","https://06-2024-q35ibm9u1u.com",5,"medium_risk","enterprise_target","ibm","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:56:58.669Z"
"06-loginkesinisaja.store","https://06-loginkesinisaja.store",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:56:59.464Z"
"07-loginkesinisaja.store","https://07-loginkesinisaja.store",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:57:00.253Z"
"08-loginkesinisaja.store","https://08-loginkesinisaja.store",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:57:01.044Z"
"09-loginkesinisaja.store","https://09-loginkesinisaja.store",3,"blacklist_match","blacklist_match","","login",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:57:01.832Z"
"0bank.xyz","https://0bank.xyz",3,"blacklist_match","blacklist_match","","bank",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:57:02.619Z"
"0hiaws9.top","https://0hiaws9.top",5,"medium_risk","enterprise_target","aws","",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-23T08:57:03.411Z"
"0meterchasers.com","https://0meterchasers.com",5,"medium_risk","enterprise_target","chase","",0,0,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","false","false","false","true","2025-07-23T08:57:28.016Z"
"0secure-53-hlpref.online","https://0secure-53-hlpref.online",3,"blacklist_match","blacklist_match","","secure",0,0,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","false","false","false","true","2025-07-23T08:57:28.823Z"
