domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"0000apple.com","https://0000apple.com",11,"confirmed_threat","apple","",2,2,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-09T15:39:50.746Z"
"00.05.09.2024.google_xenon2025h2.flowers-to-the-world.com","https://00.05.09.2024.google_xenon2025h2.flowers-to-the-world.com",11,"confirmed_threat","google","",2,2,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-09T15:39:51.576Z"
"000-619.walmartcarear.com","https://000-619.walmartcarear.com",11,"confirmed_threat","walmart","",2,2,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-09T15:39:52.400Z"
"0011-proptypes.walmartcarear.com","https://0011-proptypes.walmartcarear.com",11,"confirmed_threat","walmart","",2,2,"false","false","false",0,"inactive","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-09T15:39:53.205Z"
