domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_overall_malicious,urlscan_engines_malicious,urlscan_community_malicious,urlscan_stats_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,alienvault_verdict,alienvault_malicious,urlvoid_threat_level,urlvoid_detection_ratio,urlvoid_is_threat,vt_available,urlscan_available,whois_available,alienvault_available,urlvoid_available,timestamp
"18593-crypto.com","https://18593-crypto.com",32,"confirmed_threat","","crypto",9,0,"false","false","false",0,"unknown","","","","","false","HIGH",10.256410256410255,"true","true","false","false","false","true","2025-07-21T15:10:50.501Z"
"186bitcoin.info","https://186bitcoin.info",32,"confirmed_threat","","bitcoin",9,0,"false","false","false",0,"inactive","","","","","false","HIGH",10.256410256410255,"true","true","false","false","false","true","2025-07-21T15:10:51.315Z"
"188bitcoin.info","https://188bitcoin.info",32,"confirmed_threat","","bitcoin",9,0,"false","false","false",0,"inactive","","","","","false","HIGH",10.256410256410255,"true","true","false","false","false","true","2025-07-21T15:10:52.110Z"
"1declinepayment.com","https://1declinepayment.com",29,"confirmed_threat","","payment",12,2,"false","false","false",0,"unknown","","","","","false","SAFE",0,"false","true","true","false","false","true","2025-07-21T15:22:10.361Z"
"1microsoft.com","https://1microsoft.com",26.3,"confirmed_threat","microsoft","",5,1,"false","false","false",0,"unknown","","","","","false","HIGH",2.564102564102564,"true","true","false","false","false","true","2025-07-21T15:24:46.332Z"
"1win-login-bangladesh.com","https://1win-login-bangladesh.com",20.3,"confirmed_threat","","login",2,3,"false","false","false",0,"unknown","","","","","false","HIGH",2.564102564102564,"true","true","true","false","false","true","2025-07-21T15:33:32.799Z"
"02ukjulyupdate.com","https://02ukjulyupdate.com",19.3,"confirmed_threat","","update",2,2,"false","false","false",0,"unknown","","","","","false","HIGH",2.564102564102564,"true","true","false","false","false","true","2025-07-21T14:31:05.778Z"
"03-loginkesinisaja.store","https://03-loginkesinisaja.store",19.3,"confirmed_threat","","login",2,2,"false","false","false",0,"inactive","","","","","false","HIGH",2.564102564102564,"true","true","false","false","false","true","2025-07-21T14:31:06.594Z"
"1wibmh.top","https://1wibmh.top",19.3,"confirmed_threat","ibm","",2,0,"false","false","false",0,"inactive","","","","","false","HIGH",2.564102564102564,"true","true","true","false","false","true","2025-07-21T15:31:57.879Z"
"2025gcpsup.org","https://2025gcpsup.org",19.3,"confirmed_threat","gcp","",2,0,"false","false","false",0,"inactive","","","","","false","HIGH",2.564102564102564,"true","true","true","false","false","true","2025-07-21T15:40:10.435Z"
"1004apple.com","https://1004apple.com",18.5,"confirmed_threat","apple","",1,1,"false","false","false",0,"unknown","","","","","false","HIGH",5.128205128205128,"true","true","true","false","false","true","2025-07-21T14:37:43.538Z"
"1ulogin.com","https://1ulogin.com",17.3,"confirmed_threat","","login",2,0,"false","false","false",0,"unknown","","","","","false","HIGH",2.564102564102564,"true","true","true","false","false","true","2025-07-21T15:31:56.280Z"
"1-wallet.app","https://1-wallet.app",17.3,"confirmed_threat","","wallet",2,0,"false","false","false",0,"inactive","","","","","false","HIGH",2.564102564102564,"true","true","true","false","false","true","2025-07-21T15:31:57.083Z"
"1win-bitcoinmem.online","https://1win-bitcoinmem.online",17.3,"confirmed_threat","","bitcoin",2,0,"false","false","false",0,"inactive","","","","","false","HIGH",2.564102564102564,"true","true","true","false","false","true","2025-07-21T15:31:58.673Z"
