domain,url,risk_score,category,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"grantibank.nu","https://grantibank.nu",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:01:23.001Z"
"lngaccounting.se","https://lngaccounting.se",3,"blacklist_match","","account",0,0,"false","","","2025-07-03T13:01:55.745Z"
"banklaan.se","https://banklaan.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:02:12.042Z"
"doctorsauthenticate.se","https://doctorsauthenticate.se",3,"blacklist_match","","auth",0,0,"false","","","2025-07-03T13:02:28.593Z"
"wero-wallet.se","https://wero-wallet.se",3,"blacklist_match","","wallet",0,0,"false","","","2025-07-03T13:02:44.910Z"
"crypto2cash.se","https://crypto2cash.se",3,"blacklist_match","","crypto",0,0,"false","","","2025-07-03T13:03:01.240Z"
"atlasbank.se","https://atlasbank.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:03:33.998Z"
"kallebanka.se","https://kallebanka.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:04:56.661Z"
"grantbank.nu","https://grantbank.nu",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:05:30.246Z"
"unicreditbank.se","https://unicreditbank.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:06:20.198Z"
"accountbuddy.se","https://accountbuddy.se",3,"blacklist_match","","account",0,0,"false","","","2025-07-03T13:08:15.813Z"
"instantbankingcasino.se","https://instantbankingcasino.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:08:48.779Z"
"unicreditbank.se","https://unicreditbank.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:09:55.265Z"
"airbank.se","https://airbank.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:10:12.509Z"
"accountingagent.se","https://accountingagent.se",3,"blacklist_match","","account",0,0,"false","","","2025-07-03T13:10:29.102Z"
"crypto2cash.se","https://crypto2cash.se",3,"blacklist_match","","crypto",0,0,"false","","","2025-07-03T13:12:21.347Z"
"psykologinbakom.nu","https://psykologinbakom.nu",3,"blacklist_match","","login",0,0,"false","","","2025-07-03T13:12:54.549Z"
"confidensbank.se","https://confidensbank.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:13:10.888Z"
"callunaminingsolutions.se","https://callunaminingsolutions.se",3,"blacklist_match","","mining",0,0,"false","","","2025-07-03T13:13:44.243Z"
"wero-wallet.se","https://wero-wallet.se",3,"blacklist_match","","wallet",0,0,"false","","","2025-07-03T13:14:00.658Z"
"omsorgsbanken.nu","https://omsorgsbanken.nu",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:14:18.506Z"
"granitbanka.nu","https://granitbanka.nu",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:14:36.146Z"
"cryptoipant.se","https://cryptoipant.se",3,"blacklist_match","","crypto",0,0,"false","","","2025-07-03T13:14:52.777Z"
"swedenbitcoin.se","https://swedenbitcoin.se",3,"blacklist_match","","bitcoin",0,0,"false","","","2025-07-03T13:15:26.388Z"
"grantibank.nu","https://grantibank.nu",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:16:15.845Z"
"nordpantbank.se","https://nordpantbank.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:17:07.380Z"
"campusvarbergplatsbank.se","https://campusvarbergplatsbank.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:17:57.882Z"
"u-wallet.sk","https://u-wallet.sk",3,"blacklist_match","","wallet",0,0,"false","","","2025-07-03T13:18:14.702Z"
"salusbanken.se","https://salusbanken.se",3,"blacklist_match","","bank",0,0,"false","","","2025-07-03T13:18:30.995Z"
"esdesigninterior.se","https://esdesigninterior.se",3,"blacklist_match","","signin",0,0,"false","","","2025-07-03T13:19:06.536Z"
