Metric,Value
Date,20250906
Total Matched Domains,14119563
Total New Domains (After Diff),0
Domains From Yesterday,14119563
Online Domains,0
Offline Domains,0
DGA Domains,0

Source Breakdown (New Domains)
Source,Count,Online,Offline,DGA

DGA Families
Family,Count

Category Breakdown (New Domains)
Category,Count

Top Keywords (New Domains)
Keyword,Count
